0,1,2,3,4,5,6,7,8,9
0.8969072164948454,0.010309278350515464,0.0,0.020618556701030927,0.0,0.0,0.010309278350515464,0.010309278350515464,0.05154639175257732,0.0
0.0,0.8729411764705882,0.02588235294117647,0.004705882352941176,0.009411764705882352,0.002352941176470588,0.0,0.004705882352941176,0.004705882352941176,0.07529411764705882
0.0,0.07913669064748201,0.8848920863309353,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.02877697841726619
0.01098901098901099,0.0,0.0,0.9120879120879121,0.0,0.0,0.005494505494505495,0.016483516483516484,0.04945054945054945,0.005494505494505495
0.0,0.06578947368421052,0.0,0.0,0.881578947368421,0.0,0.0,0.0,0.0,0.05263157894736842
0.0,0.058823529411764705,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0
0.00819672131147541,0.0,0.0,0.01639344262295082,0.0,0.0,0.860655737704918,0.00819672131147541,0.09016393442622951,0.01639344262295082
0.009615384615384616,0.01282051282051282,0.003205128205128205,0.00641025641025641,0.0,0.0,0.003205128205128205,0.9391025641025641,0.022435897435897436,0.003205128205128205
0.019704433497536946,0.0049261083743842365,0.0,0.03940886699507389,0.0,0.0,0.059113300492610835,0.04433497536945813,0.8325123152709359,0.0
0.0,0.10954063604240283,0.014134275618374558,0.0,0.0176678445229682,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.0,0.8445229681978799
